epoch,train_loss,train_mi,train_reg,train_jac_loss,val_loss,val_mi,val_reg,val_jac_loss,val_ncc,lr,train_dice_loss,val_dice_loss
25,-0.26330808222293856,-0.2999984338283539,0.15541268914937972,7.990090884618439e-05,-0.2474247860281091,-0.2841340899467468,0.1667042209913856,8.148839015120757e-05,0.6318056865742332,0.00025283979233633894,0.005567862987518311,0.0033277147694637903
26,-0.2641330451965332,-0.3011335645914078,0.15708085161447524,8.170680102921324e-05,-0.247909581974933,-0.2835647855934344,0.15585540235042572,6.335035023814846e-05,0.6425733189833792,0.0002493661238658859,0.005543494701385498,0.004452448142202277
27,-0.2652021464109421,-0.3023549960851669,0.1577490572333336,8.275473559115198e-05,-0.24876663245652852,-0.286715934935369,0.1598484069108963,6.573956630075515e-05,0.6440343480361136,0.0002457948864674291,0.005561662197113037,0.0059467491350675885
28,-0.2631201894283295,-0.3000472824573517,0.15679710054397583,8.49853792169597e-05,-0.24896995252684542,-0.2843302104033922,0.15567636097732343,7.808581990263376e-05,0.6419346081583124,0.00024212960452111996,0.005525179862976074,0.0041859432270652365
29,-0.26294686043262483,-0.29981188535690306,0.1568466330766678,8.453898787229263e-05,-0.24940103919882523,-0.28627334064558935,0.16552605009392687,8.362026588465117e-05,0.6396257595012063,0.00023837389521772471,0.005453428745269775,0.003725280887202213
30,-0.26473499500751496,-0.30198001325130464,0.15847282326221465,8.735976960451808e-05,-0.248622117858184,-0.28916572112786143,0.1763180784488979,0.00012353739872962346,0.6454784776035108,0.0002345314649888935,0.005506772041320801,0.005218220384497391
31,-0.2642610609531403,-0.3011782463788986,0.15718609380722046,8.59691348268825e-05,-0.24943483816949943,-0.2875297689124158,0.1659641309004081,8.331105254910653e-05,0.6422382342187982,0.00023060610584935994,0.0054369807243347164,0.004860445072776393
32,-0.2623250650167465,-0.2994059697389603,0.1578304030895233,8.651508667207964e-05,-0.2500044876023343,-0.28794598344125244,0.17097648821379008,8.950440190490458e-05,0.6389567757907667,0.00022660169165468046,0.005471566677093506,0.0037014421663786237
33,-0.26522056984901426,-0.3028794584274292,0.15956028944253922,9.11938547515092e-05,-0.2489918462539974,-0.28451263355581385,0.15364445471449903,8.559599442186912e-05,0.6419176584795901,0.00022252217427820638,0.005701233863830566,0.004749097322162829
34,-0.2639297890663147,-0.3012469424009323,0.15888986593484877,8.834993560230942e-05,-0.2488914767378255,-0.28747427306677165,0.17032847710345922,9.801671082019119e-05,0.6540821727953459,0.0002183715797110622,0.005495005130767823,0.004468092792912533
35,-0.2665629369020462,-0.30408826732635497,0.1592212834954262,9.587974755413598e-05,-0.2509909805498625,-0.28800538888103083,0.1653764447883556,9.52800180465075e-05,0.6407758373963205,0.00021415400408897832,0.005633133888244629,0.0038914743222688373
36,-0.26544418728351593,-0.30303690540790557,0.15944698858261108,9.69972934199177e-05,-0.25103122623343216,-0.2890823812861192,0.16413772812015132,9.14853232021223e-05,0.644903418264891,0.00020987360964989964,0.005654820919036865,0.005177868039984452
37,-0.2644477913379669,-0.30198109209537505,0.15965605276823044,9.877566755676525e-05,-0.2503153987621006,-0.2884062583509244,0.16400233420886492,9.442593146128562e-05,0.6427985116055137,0.00020553462062635933,0.005552702903747558,0.0052431759081388776
38,-0.2661628751754761,-0.30383528625965117,0.15973756110668183,0.00010011396693698771,-0.2511184866491117,-0.28934128504050405,0.17042740787330427,9.286905089155832e-05,0.6363966496367204,0.00020114131907667107,0.005674842357635498,0.0040908800928216235
39,-0.26384219419956206,-0.3013816033601761,0.15951880311965944,9.382052202272461e-05,-0.2505125819068206,-0.2911093642837123,0.17719884255999013,0.00013440617021842627,0.6458640098571777,0.0001966980406590546,0.005588737964630127,0.00508981002004523
40,-0.2663863289356232,-0.3039907314777374,0.1601375070810318,9.901671708576032e-05,-0.25106763918148844,-0.28760601423288645,0.16416354634259878,8.46792585626214e-05,0.6363693695319327,0.00019220917035286475,0.005527393341064453,0.003663323427501478
41,-0.2664310464859009,-0.3042886613607407,0.161011924803257,9.96660043092561e-05,-0.2520110011100769,-0.2895820501603578,0.16710654018740906,8.73087821769571e-05,0.6383459317056757,0.00018767913813114574,0.005605395793914795,0.004106085551412482
42,-0.2673114494085312,-0.30507847225666046,0.16076032096147538,9.848038577001716e-05,-0.25158103594654485,-0.29153169534708323,0.17315723315665596,0.0001213385453171979,0.6403492375424034,0.0001831124145887831,0.005565719604492187,0.005258544495231227
43,-0.2674393470287323,-0.3053794105052948,0.16147437578439713,0.00010215665305258882,-0.2516422201144068,-0.2901710060081984,0.17300211912707278,0.00010026972181788694,0.6373158191379747,0.00017851350653056583,0.005594110012054444,0.0038782295427824322
44,-0.26667647528648375,-0.3045155935287476,0.16127991884946824,0.00010182294001970148,-0.2505455150416023,-0.2875086641625354,0.16645080439354243,9.712560796814566e-05,0.6406575315877011,0.00017388695252351449,0.005532224655151367,0.0036244235540691173
45,-0.2667199949026108,-0.3044292179346085,0.16081740629673005,0.00010052235838065826,-0.25263785845354986,-0.2923912115787205,0.17529730028227755,0.00011779488896105537,0.6416785654268766,0.00016923731841786348,0.005495479583740234,0.004634992072456761
46,-0.2687206380367279,-0.30683980882167816,0.1628412390947342,0.00010493324254775871,-0.2526529533298392,-0.2894320291908164,0.16248707708559537,0.00010180533497891462,0.6352401093432778,0.00016456919284111787,0.005498455047607422,0.004230759645763196
47,-0.2659713480472565,-0.3039431377649307,0.1618034365773201,0.00010515241718348989,-0.25248658108083827,-0.2916548706983265,0.17359734326601028,0.0001236405764996705,0.6414504772738406,0.00015988718266963235,0.005558525562286377,0.004387002242238898
48,-0.2664050649404526,-0.30453995037078857,0.1620978158712387,0.0001053731871797936,-0.25240928091500936,-0.2895554123740447,0.1653440014312142,8.025022462358098e-05,0.6357652027355997,0.00015519590848218014,0.005662635803222656,0.0040372045416581
49,-0.26729943114519117,-0.3055438205003738,0.16229296880960464,9.974536010849988e-05,-0.2525299293430228,-0.28978992528037023,0.16633695795347817,9.690260747830555e-05,0.6345740243008262,0.00015049999999999997,0.005735923290252685,0.003944152279904014
50,-0.2681158364415169,-0.3061718944311142,0.16227034687995912,0.0001051308599753611,-0.25357241536441605,-0.29230389234266785,0.1708758642014704,0.00011583833972843805,0.6383410033426786,0.0001458040915178198,0.005549422740936279,0.0044983845008047
51,-0.26889376270771026,-0.30714276790618894,0.16286963695287704,0.00010293240486862487,-0.2531467158543436,-0.2925496932707335,0.1714380179580889,0.00012942393363788907,0.6367966971899334,0.00014111281733036763,0.0056236119270324705,0.005050662316774067
52,-0.268990958571434,-0.30767941164970397,0.16393720775842666,0.00011146004413240007,-0.2533491057784934,-0.29368681891968373,0.17474917126329323,0.0001120155207708625,0.6495928764343262,0.00013643080715888207,0.00584528112411499,0.005331873893737793
53,-0.26851210844516754,-0.30677188074588774,0.16304794561862945,0.00010307020161417312,-0.25333958393649053,-0.29059842072035136,0.16254103262173503,0.00010252544531172852,0.6364244850058305,0.00013176268158213652,0.005598648071289063,0.004699365088814183
54,-0.26717509853839877,-0.30559142196178435,0.16290715944766998,0.00011192815315007464,-0.25329425695695373,-0.2908914936216254,0.1646787379133074,0.0001043445102990709,0.6374265112374958,0.00012711304747648546,0.005778927803039551,0.004609311881818269
55,-0.269462629199028,-0.30779018998146057,0.1630099783539772,0.00010692865807868657,-0.253279909491539,-0.2917734102198952,0.16855001841720782,0.0001147088858392396,0.6452883356495908,0.00012248649346943414,0.005672101020812988,0.00472614325975117
56,-0.26997023367881773,-0.308364376783371,0.16417745518684387,0.00010742165208102961,-0.25407576168838303,-0.295212541755877,0.17971790778009514,0.00013684324690793322,0.6438553364653337,0.0001178875854112169,0.005504941463470459,0.005124772849835847
57,-0.27118015682697294,-0.3097996587753296,0.16449815267324447,0.00011022295693874185,-0.253596303494353,-0.2949421868512505,0.1795406749373988,0.00015089733345743488,0.6479168189199347,0.00011332086186885418,0.005664761543273926,0.005362300496352346
58,-0.27083905482292175,-0.309382318854332,0.16413406467437744,0.00011147220722341445,-0.2540164589881897,-0.293957100102776,0.17249437147065214,0.00013304836341519963,0.6419487030882585,0.00010879082964713522,0.005660716533660889,0.005375240978441741
59,-0.2677363692522049,-0.3062250066995621,0.1633724615573883,0.00010780813105156994,-0.25369311241727127,-0.2926721917955499,0.1708004145245803,0.00012122155126953178,0.6358024289733485,0.00010430195934094539,0.0057602405548095705,0.004758379961314954
60,-0.26966953730583193,-0.3081660622358322,0.16366539776325226,0.00010655759356268391,-0.2536391364900689,-0.29133466591960505,0.16629978975183085,9.768299471608388e-05,0.632746696472168,9.985868092332892e-05,0.005710165977478027,0.004386729315707558
61,-0.2709568600654602,-0.309644815325737,0.1647460948228836,0.00011613981927257556,-0.25471061389697225,-0.29343794207823903,0.16978197858521812,0.00012106400754419155,0.6418441408558896,9.546537937364066e-05,0.005680666446685791,0.004710404496443899
62,-0.26706224262714384,-0.3052945396900177,0.16322441458702086,0.00010930573472523974,-0.2543749887692301,-0.29344449309926285,0.1708445203931708,0.00010548488540064825,0.6373801168642546,9.112639035010026e-05,0.005532759189605713,0.0048478622185556515
63,-0.26875499814748766,-0.30726750516891477,0.16426769930124283,0.00011151127285847907,-0.2547611382446791,-0.29338870864165456,0.17103096568270734,0.00011544537890011653,0.6387042905154982,8.684599591102162e-05,0.005603210926055908,0.004363656044006348
64,-0.27153445160388945,-0.3102813587188721,0.16463408637046814,0.00011263575194971054,-0.25509778998400034,-0.2952074596756383,0.17548719126927226,0.00012738049008476082,0.6438110439400924,8.262842028893775e-05,0.005763771533966064,0.0049485407377544205
65,-0.26962090587615967,-0.3081755783557892,0.1640136770606041,0.00011301687427476282,-0.255015157555279,-0.2933561943079296,0.17115817611154757,0.00011258292981533726,0.6395966661603827,7.847782572179353e-05,0.005695428371429443,0.004053112707639995
66,-0.2696823868751526,-0.3082632790803909,0.16413359189033508,0.00010900613430567318,-0.2546544961239162,-0.2948364827193712,0.17997133261279055,0.00012430833665252736,0.6422477458652697,7.439830834531947e-05,0.005699669361114502,0.004125566858994334
67,-0.2708680698871613,-0.3097136070728302,0.1657722709774971,0.00011003307865394163,-0.25494234734459925,-0.2928194560502705,0.16698096339639865,0.0001065311817958565,0.6386200597411708,7.039389415063995e-05,0.005636065006256103,0.004427649472889148
68,-0.2690728501081467,-0.30746091771125794,0.16433765137195588,0.00010980813929199939,-0.25488114121713135,-0.2929498474848898,0.1674108364080128,0.00011012931779412994,0.6381324451220663,6.646853501110645e-05,0.00546563196182251,0.004531477627001311
69,-0.2689336918592453,-0.30751318669319155,0.1641834844350815,0.00011245878328554682,-0.25493323802948,-0.29272086918354034,0.16571891111762901,9.415194405224419e-05,0.644873747700139,6.262610478227527e-05,0.005686567783355713,0.0045967698097229
70,-0.27075680685043335,-0.30932561576366424,0.16415995329618455,0.00011300663371002884,-0.255267595774249,-0.2976041106801284,0.18621191303980977,0.0001561781912306814,0.6460455028634322,5.887039547887999e-05,0.005680313587188721,0.005016041429419266
71,-0.2699573212862015,-0.3087015599012375,0.16536685293912887,0.00011385394483659184,-0.2554157909594084,-0.2949949769597304,0.17487434337013646,0.00013060200877876733,0.6416195223205968,5.520511353257087e-05,0.005613941669464112,0.004539016046022114
72,-0.26939679217338564,-0.3079961278438568,0.16458485424518585,0.00011229809667929658,-0.25516187203557866,-0.2959836462610646,0.18059159736884267,0.0001600965849655423,0.6446052664204648,5.1633876134114055e-05,0.005626214981079102,0.004623403674677799
73,-0.26832405030727385,-0.30687118911743166,0.16441009157896042,0.00011230395536404104,-0.2554116609849428,-0.2944543518518147,0.17203155003095927,0.00012276437121870818,0.6388052545095745,4.816020766366103e-05,0.005608967781066895,0.00457499529186048
74,-0.2707647269964218,-0.30972642195224764,0.1656092947125435,0.00011093026213347912,-0.25553801577342183,-0.2952633931448585,0.17287287351332212,0.00013754343925891015,0.6408830943860506,4.478753621261114e-05,0.005784370899200439,0.005082033182445325
75,-0.27216438853740693,-0.31107221388816836,0.1658199694752693,0.0001153657850518357,-0.2554739839152286,-0.29496319435144724,0.17388885311390223,0.0001323807181937522,0.6415574644741259,4.1519190200498994e-05,0.0056861467361450195,0.0046452472084446954
76,-0.2724878696203232,-0.31139059126377105,0.16580049008131026,0.00011613907841820037,-0.2553330471641139,-0.29396267705842066,0.17062078220279595,0.00011711687358528204,0.6368106038946855,3.835839509024628e-05,0.005684554576873779,0.004446914321497867
77,-0.2708882567882538,-0.309724641084671,0.1653673561811447,0.0001107017643389554,-0.2557227666440763,-0.2948687123624902,0.17138215664185977,0.00012516040700766577,0.640018525876497,3.5308270205019514e-05,0.005707562446594238,0.004806932650114361
78,-0.26915379321575167,-0.3077477903366089,0.16458282482624054,0.00011382547866378445,-0.25576032619727285,-0.2949773355534202,0.1733553672307416,0.00012251533668237053,0.6395105437228554,3.2371825649834274e-05,0.005620518207550049,0.004484678569592927
79,-0.2712205209732056,-0.31025150084495545,0.16579801642894745,0.00011468704207800328,-0.2557393132071746,-0.2950459765760522,0.17164313989250282,0.00012554127294462983,0.640726343581551,2.955195934094537e-05,0.005814032554626465,0.004915265660536916
80,-0.2705357879400253,-0.30932712578773497,0.16555211848020554,0.00011542516433200944,-0.25580115459467234,-0.2948944623533048,0.1718466654419899,0.00012001332355506939,0.6403554960301048,2.685145414595302e-05,0.0056232008934021,0.004663966203990735
81,-0.2697409062385559,-0.3085672204494476,0.16529225593805313,0.00011592259425287921,-0.2558418057466808,-0.2960169111427508,0.1762410182701914,0.00013163495015377472,0.6415411171160246,2.4272975137448776e-05,0.005709901332855225,0.004861081901349519
82,-0.27233019506931305,-0.31123827970027923,0.16579958766698838,0.00010932437856354227,-0.25579803868343953,-0.29552029073238373,0.17536280853183647,0.00012870096246555667,0.6434851194682875,2.1819066962910405e-05,0.005693505764007569,0.004585341403358861
83,-0.2696843844652176,-0.30851625502109525,0.16498788571357728,0.00011302721870742972,-0.25603447932946055,-0.29590577906683874,0.17542103207425067,0.0001305376900793482,0.6419873080755535,1.9492151333442392e-05,0.005777778625488281,0.004721823491548237
84,-0.27139093506336215,-0.3102186473608017,0.1654561688899994,0.00011260436659904372,-0.2558973141406712,-0.2956424543732091,0.17435251607706673,0.00013173999143059758,0.6400615165108129,1.7294524633839014e-05,0.005680178165435791,0.0048087678457561294
85,-0.2691625862121582,-0.3079350212812424,0.1653179998397827,0.0001130825214277138,-0.25593260322746475,-0.2952519545429631,0.17297630521811938,0.0001213945071006157,0.6405322614469027,1.5228355656330105e-05,0.005652293205261231,0.004663392117148952
86,-0.2707666872739792,-0.30981644928455354,0.16566141802072526,0.00011387451693735784,-0.2559065497235248,-0.295240046946626,0.1728401046834494,0.00011873119460927371,0.6422882613382841,1.3295683460244851e-05,0.005860541343688965,0.0047061098249335034
87,-0.27172814989089966,-0.3106735543012619,0.1656884818673134,0.00011390122830925976,-0.2560132506646608,-0.2952419064546886,0.17351065536862925,0.00012066150156897493,0.6406250752900776,1.1498415359706423e-05,0.005750758171081543,0.004466191718452855
88,-0.2737855395078659,-0.31294184243679046,0.16677022033929825,0.000117328010564961,-0.2560203365589443,-0.29577522685653285,0.17495680365123248,0.00012734217297723886,0.6418857825429816,9.838325041343294e-06,0.005743594646453858,0.0046998607484917895
89,-0.2711636484861374,-0.31026197600364686,0.1659027127623558,0.0001147926712874323,-0.25608039294418533,-0.29594975945196655,0.1751172887651544,0.00013195218429916023,0.6413498081659016,8.317050813874547e-06,0.005860388278961182,0.004779931746031109
90,-0.26968954646587373,-0.30839266860485076,0.16532876324653625,0.00011768879412920797,-0.2560661113575885,-0.2956265713039197,0.17379096111184672,0.00012063217687491008,0.6404739304592735,6.936093991297027e-06,0.005578524112701416,0.0047419479018763495
91,-0.26940578401088716,-0.30820226085186003,0.16516969084739686,0.00011390081551689946,-0.2560750481329466,-0.295284147325315,0.1729208191758708,0.0001241851813048063,0.6388438908677352,5.69681741126967e-06,0.005705588340759278,0.004562845355586002
92,-0.27172014462947847,-0.3107085539102554,0.165731586933136,0.00011588234217742866,-0.2561251395627072,-0.295535661672291,0.17295099402728834,0.00012348808865537744,0.6412347021855807,4.600444090157274e-06,0.005784149646759033,0.0047585775977686835
93,-0.27002946400642397,-0.3089283218383789,0.1654037115573883,0.00011406805647857254,-0.25613436495002945,-0.29599959834625844,0.17502891311520025,0.0001312907099513962,0.6413435904603255,3.648056016061036e-06,0.005761082649230957,0.004793807079917506
94,-0.2736158272027969,-0.31264872825145723,0.1664718576669693,0.00011614583158370806,-0.2561909289736497,-0.29602019096675675,0.17495285719633102,0.00012926784189690616,0.6410483498322336,2.8405930810269197e-06,0.0056804556846618654,0.004774055982890882
95,-0.2700698093175888,-0.308892920255661,0.1652112001180649,0.00011346525515546091,-0.25615981378053365,-0.295646818060624,0.17401033561480672,0.00012428716936004717,0.6404254499234652,2.178852153485574e-06,0.005724136829376221,0.0046227919427972095
96,-0.2707806737422943,-0.3097124298810959,0.16594050061702728,0.00011257059576200845,-0.25616187327786494,-0.2955434894875476,0.17324818278613843,0.0001226576247350558,0.6406410775686565,1.6634862918395403e-06,0.0056873693466186525,0.004670648198378713
97,-0.2720069818496704,-0.3109434533119202,0.16557508713006974,0.00011548452932038344,-0.25614671565984426,-0.29559173866322164,0.17364434662618136,0.0001252954236980785,0.6404327311013874,1.2950040999734018e-06,0.005763710498809815,0.004653504020289371
98,-0.27279213631153104,-0.31174951350688934,0.16601330935955047,0.00011868253283319063,-0.25618286901398707,-0.29596914821549464,0.17507543061908923,0.00012798741964185242,0.6417746449771681,1.0737692253231258e-06,0.005695373058319092,0.004707201531058864
99,-0.27135131096839904,-0.31032461047172544,0.16626134663820266,0.00011586410192830954,-0.256165159376044,-0.29571347958163213,0.17405041189570175,0.00012508000882486444,0.6405869628253736,0.0003,0.005663097381591797,0.004675695770665219
100,-0.26174058401584627,-0.3001684719324112,0.1620245794057846,0.00011794787717190048,-0.2487660897405524,-0.2888870364741275,0.1772318019678718,0.000177769688123494,0.6505736928237112,0.00029998155655600826,0.005963997364044189,0.00458570216831408
101,-0.26770500910282136,-0.30600180351734163,0.16273357993364335,0.00011479617923032492,-0.25101824653776067,-0.2879367337415093,0.16435579916364268,0.00011221855689463585,0.6300574697946247,0.0002999262307746768,0.005692680358886718,0.00399122112675717
102,-0.2676157319545746,-0.30596506941318513,0.16289419370889663,0.00011151000909012509,-0.2513009952871423,-0.28822471279846995,0.16548593303090647,0.00012941386256371565,0.6264973722006145,0.0002998340363068145,0.005714743614196777,0.0037618216715360944
103,-0.26726089203357695,-0.3054862805604935,0.16300885832309722,0.00010809803389929584,-0.2524590884384356,-0.29213196588189977,0.1783424572725045,0.00014590133593485102,0.6455515434867457,0.0002997049959000266,0.0055695676803588865,0.003931437668047454
104,-0.26586421048641207,-0.3042289617061615,0.16262641590833665,0.00010965500923703076,-0.253497166853202,-0.293592642796667,0.18136961287573763,0.0001198206489214882,0.6357391162922508,0.0002995391413931026,0.0057846388816833495,0.003761636583428634
105,-0.2674611804485321,-0.30596061396598817,0.1633519565463066,0.00011866337971878238,-0.2513122213514228,-0.29152056025831324,0.17421787153733403,0.00014496001791772679,0.6374615587686238,0.0002993365137081604,0.005769709587097168,0.005292283861260665
106,-0.26878339660167694,-0.30722394037246703,0.16375324678421022,0.00011398029050178593,-0.2535590160834162,-0.2903135952196623,0.16700871053494906,9.253156325652718e-05,0.6376646819867586,0.0002990971628405494,0.005632902145385742,0.003306570806001362
107,-0.26763098514080047,-0.3062095036506653,0.16418469536304475,0.00011436322685858613,-0.25365130446459117,-0.2899945041066722,0.1619439046633871,0.00011946127147223849,0.6349861747340152,0.00029882114784651444,0.005684395790100097,0.0038946866989135742
108,-0.26739118921756744,-0.3057031942605972,0.16246706640720368,0.00011328838446206646,-0.25269020309573725,-0.2895187523804213,0.16567857681136383,0.00010981802408519128,0.6363724297598788,0.00029850853682862534,0.005761946201324463,0.0036379255746540272
109,-0.26743873393535617,-0.3060108340978622,0.16356117355823516,0.0001160656976280734,-0.25414384823096425,-0.2943094811941448,0.17751165361780868,0.00013643091441688164,0.642881104820653,0.00029815940691897306,0.005801831245422363,0.004595085194236354
110,-0.268261283993721,-0.3068327680826187,0.16446739810705185,0.00011729052596638213,-0.2546499677394566,-0.2917110323905945,0.1634672174328252,9.230956474263956e-05,0.6334583571082667,0.00029777384426013867,0.00561935806274414,0.004321465366765072
111,-0.26677117931842803,-0.30521094024181367,0.16346830117702485,0.00011453937837268313,-0.25267300558717626,-0.29518459423592214,0.18839246034622192,0.00018671531707743845,0.6494329728578266,0.00029735194398393893,0.005688831329345703,0.004739739392933093
112,-0.2680337959527969,-0.30668615329265597,0.16401776719093322,0.00012147042962169507,-0.25152471191004705,-0.2938754386023471,0.1807173619929113,0.00014682900607448048,0.6479416458230269,0.00029689381018795395,0.005788068771362304,0.006133838703757838
113,-0.2703751517534256,-0.309245774269104,0.16500688898563384,0.00012080245496326824,-0.2547327797663839,-0.29482677108363103,0.17854437702580503,0.00011788404395031791,0.6368950856359381,0.0002963995559098427,0.005808842182159424,0.004326174133702328
114,-0.2702816239595413,-0.30930252611637116,0.16566889983415603,0.00012506386839959306,-0.2545367165615684,-0.293916150143272,0.1745983570029861,0.00013011340630136577,0.6416105377046686,0.00029586930309945264,0.005824592113494873,0.004394710063934326
115,-0.26811817169189456,-0.30662534141540526,0.16417290818691255,0.00012155534784687916,-0.2527177271090056,-0.29594530322049795,0.18885758440745504,0.00014714740461242495,0.6555340886116028,0.00029530318258873034,0.005611808776855469,0.005382484511325234
116,-0.2671696113348007,-0.3060801109075546,0.1649720528125763,0.00012401989432328265,-0.2546334078437404,-0.293782344774196,0.16954763155234487,0.00010422319438045011,0.6385796885741385,0.0002947013340594408,0.005854079246520996,0.005187298122205232
